,home_team,away_team,home_team_id,away_team_id,home_points,away_points,regular_season,season
421,Winnipeg Jets,Columbus Blue Jackets,28,25,6,4,1,0
422,Detroit Red Wings,Montreal Canadiens,27,9,3,2,1,0
423,Florida Panthers,Washington Capitals,15,2,4,1,1,0
424,St Louis Blues,Philadelphia Flyers,3,22,2,4,1,0
425,Calgary Flames,Buffalo Sabres,12,17,4,3,1,0
426,Tampa Bay Lightning,Ottawa Senators,16,4,4,1,1,0
427,Dallas Stars,Philadelphia Flyers,8,22,3,1,1,0
428,Anaheim Ducks,Carolina Hurricanes,11,10,1,5,1,0
429,Chicago Blackhawks,Winnipeg Jets,21,28,2,0,1,0
430,Pittsburgh Penguins,Los Angeles Kings,18,26,2,2,1,0
431,Edmonton Oilers,New York Rangers,1,14,7,5,1,0
432,New Jersey Devils,Detroit Red Wings,24,27,3,2,1,0
433,Arizona Coyotes,Minnesota Wild,29,19,2,1,1,0
434,Nashville Predators,Colorado Avalanche,20,13,2,3,1,0
435,Tampa Bay Lightning,Washington Capitals,16,2,1,2,1,0
436,Arizona Coyotes,Carolina Hurricanes,29,10,4,5,1,0
437,Columbus Blue Jackets,New York Islanders,25,23,2,3,1,0
438,Buffalo Sabres,Los Angeles Kings,17,26,2,1,1,0
439,Boston Bruins,Florida Panthers,7,15,3,1,1,0
440,Calgary Flames,New York Rangers,12,14,5,4,1,0
441,Montreal Canadiens,Ottawa Senators,9,4,3,1,1,0
442,St Louis Blues,Dallas Stars,3,8,3,0,1,0
443,San Jose Sharks,Minnesota Wild,6,19,0,2,1,0
444,St Louis Blues,Colorado Avalanche,3,13,1,3,1,0
445,Chicago Blackhawks,Vancouver Canucks,21,0,4,0,1,0
446,New York Islanders,New Jersey Devils,23,24,4,0,1,0
447,Pittsburgh Penguins,Washington Capitals,18,2,1,4,1,0
448,Ottawa Senators,Los Angeles Kings,4,26,5,3,1,0
449,Columbus Blue Jackets,Tampa Bay Lightning,25,16,1,2,1,0
450,Boston Bruins,Edmonton Oilers,7,1,2,3,1,0
451,Detroit Red Wings,Buffalo Sabres,27,17,1,2,1,0
452,Chicago Blackhawks,Colorado Avalanche,21,13,0,3,1,0
453,Dallas Stars,Columbus Blue Jackets,8,25,5,1,1,0
454,Winnipeg Jets,St Louis Blues,28,3,3,4,1,0
455,Minnesota Wild,Vancouver Canucks,19,0,6,2,1,0
456,Buffalo Sabres,New Jersey Devils,17,24,0,2,1,0
457,Nashville Predators,Calgary Flames,20,12,1,2,1,0
458,Philadelphia Flyers,Carolina Hurricanes,22,10,4,3,1,0
459,Toronto Maple Leafs,Tampa Bay Lightning,5,16,4,5,1,0
460,New York Rangers,Edmonton Oilers,14,1,4,2,1,0
461,New York Islanders,Florida Panthers,23,15,1,5,1,0
462,Montreal Canadiens,San Jose Sharks,9,6,1,3,1,0
463,Boston Bruins,Pittsburgh Penguins,7,18,3,0,1,0
464,Washington Capitals,Ottawa Senators,2,4,2,1,1,0
465,Arizona Coyotes,Columbus Blue Jackets,29,25,5,7,1,0
466,Philadelphia Flyers,Vancouver Canucks,22,0,2,0,1,0
467,Buffalo Sabres,Anaheim Ducks,17,11,3,0,1,0
468,Dallas Stars,Calgary Flames,8,12,1,3,1,0
469,Colorado Avalanche,New York Islanders,13,23,2,1,1,0
470,Montreal Canadiens,Los Angeles Kings,9,26,0,3,1,0
471,Chicago Blackhawks,Edmonton Oilers,21,1,4,0,1,0
472,New Jersey Devils,Florida Panthers,24,15,1,5,1,0
473,St Louis Blues,Nashville Predators,3,20,2,1,1,0
474,Minnesota Wild,New York Rangers,19,14,5,2,1,0
475,Toronto Maple Leafs,San Jose Sharks,5,6,4,5,1,0
476,Pittsburgh Penguins,Boston Bruins,18,7,2,6,1,0
477,Detroit Red Wings,Vancouver Canucks,27,0,3,3,1,0
478,Washington Capitals,Tampa Bay Lightning,2,16,5,3,1,0
479,Carolina Hurricanes,Florida Panthers,10,15,0,2,1,0
480,Winnipeg Jets,New York Rangers,28,14,5,2,1,0
481,Ottawa Senators,San Jose Sharks,4,6,4,2,1,0
482,Buffalo Sabres,Chicago Blackhawks,17,21,2,2,1,0
483,Dallas Stars,Montreal Canadiens,8,9,6,2,1,0
484,New Jersey Devils,Anaheim Ducks,24,11,1,2,1,0
485,St Louis Blues,Calgary Flames,3,12,3,2,1,0
486,Columbus Blue Jackets,Philadelphia Flyers,25,22,2,2,1,0
487,Pittsburgh Penguins,Carolina Hurricanes,18,10,1,2,1,0
488,Arizona Coyotes,New York Islanders,29,23,1,0,1,0
489,Toronto Maple Leafs,Los Angeles Kings,5,26,5,0,1,0
490,Colorado Avalanche,Edmonton Oilers,13,1,5,1,1,0
491,Nashville Predators,Minnesota Wild,20,19,3,2,1,0
492,Florida Panthers,Vancouver Canucks,15,0,4,4,1,0
493,New York Rangers,Washington Capitals,14,2,3,7,1,0
494,Boston Bruins,New Jersey Devils,7,24,1,1,1,0
495,Detroit Red Wings,Calgary Flames,27,12,4,2,1,0
496,Tampa Bay Lightning,Ottawa Senators,16,4,5,2,1,0
497,Chicago Blackhawks,San Jose Sharks,21,6,4,3,1,0
498,Pittsburgh Penguins,Columbus Blue Jackets,18,25,5,2,1,0
499,Philadelphia Flyers,St Louis Blues,22,3,4,3,1,0
500,Nashville Predators,Montreal Canadiens,20,9,5,1,1,0
501,Carolina Hurricanes,Washington Capitals,10,2,1,2,1,0
502,New York Islanders,Anaheim Ducks,23,11,5,2,1,0
503,Edmonton Oilers,Winnipeg Jets,1,28,3,1,1,0
504,Colorado Avalanche,Toronto Maple Leafs,13,5,4,7,1,0
505,Minnesota Wild,Dallas Stars,19,8,3,6,1,0
506,Dallas Stars,Chicago Blackhawks,8,21,4,0,1,0
507,Boston Bruins,St Louis Blues,7,3,0,2,1,0
508,Minnesota Wild,Montreal Canadiens,19,9,2,1,1,0
509,Tampa Bay Lightning,Vancouver Canucks,16,0,1,2,1,0
510,Detroit Red Wings,New Jersey Devils,27,24,3,4,1,0
511,New York Rangers,Anaheim Ducks,14,11,3,2,1,0
512,Calgary Flames,Winnipeg Jets,12,28,4,1,1,0
513,Arizona Coyotes,Toronto Maple Leafs,29,5,3,2,1,0
514,Florida Panthers,Ottawa Senators,15,4,1,1,1,0
515,Los Angeles Kings,San Jose Sharks,26,6,3,5,1,0
516,Tampa Bay Lightning,Columbus Blue Jackets,16,25,5,2,1,0
517,Washington Capitals,Montreal Canadiens,2,9,3,1,1,0
518,Carolina Hurricanes,New Jersey Devils,10,24,3,1,1,0
519,Arizona Coyotes,Los Angeles Kings,29,26,3,4,1,0
520,Vancouver Canucks,Edmonton Oilers,0,1,2,1,1,0
521,Minnesota Wild,Pittsburgh Penguins,19,18,1,3,1,0
522,Nashville Predators,Detroit Red Wings,20,27,2,3,1,0
523,Boston Bruins,Buffalo Sabres,7,17,3,6,1,0
524,St Louis Blues,Dallas Stars,3,8,2,2,1,0
525,Florida Panthers,Columbus Blue Jackets,15,25,3,2,1,0
526,Dallas Stars,St Louis Blues,8,3,3,0,1,0
527,Ottawa Senators,Boston Bruins,4,7,3,1,1,0
528,Colorado Avalanche,Arizona Coyotes,13,29,1,2,1,0
529,Anaheim Ducks,Philadelphia Flyers,11,22,4,2,1,0
530,Chicago Blackhawks,Carolina Hurricanes,21,10,1,2,1,0
531,New York Islanders,Toronto Maple Leafs,23,5,1,3,1,0
532,Calgary Flames,Edmonton Oilers,12,1,5,3,1,0
533,Winnipeg Jets,Pittsburgh Penguins,28,18,1,0,1,0
534,San Jose Sharks,Colorado Avalanche,6,13,3,6,1,0
535,Tampa Bay Lightning,Montreal Canadiens,16,9,3,3,1,0
536,Buffalo Sabres,Washington Capitals,17,2,0,2,1,0
537,Vancouver Canucks,Los Angeles Kings,0,26,0,5,1,0
538,Nashville Predators,New York Rangers,20,14,5,3,1,0
539,Minnesota Wild,Detroit Red Wings,19,27,3,1,1,0
540,Arizona Coyotes,Chicago Blackhawks,29,21,5,7,1,0
541,Florida Panthers,Montreal Canadiens,15,9,3,1,1,0
542,Calgary Flames,Anaheim Ducks,12,11,0,1,1,0
543,New Jersey Devils,Carolina Hurricanes,24,10,3,2,1,0
544,Toronto Maple Leafs,New York Islanders,5,23,3,6,1,0
545,Edmonton Oilers,Los Angeles Kings,1,26,2,5,1,0
546,St Louis Blues,Nashville Predators,3,20,4,3,1,0
547,Winnipeg Jets,Detroit Red Wings,28,27,4,1,1,0
548,Boston Bruins,Ottawa Senators,7,4,7,3,1,0
549,Columbus Blue Jackets,Dallas Stars,25,8,6,3,1,0
550,Ottawa Senators,New Jersey Devils,4,24,0,3,1,0
551,San Jose Sharks,Philadelphia Flyers,6,22,4,2,1,0
552,Pittsburgh Penguins,Toronto Maple Leafs,18,5,2,2,1,0
553,Tampa Bay Lightning,New York Rangers,16,14,2,5,1,0
554,Washington Capitals,Buffalo Sabres,2,17,5,2,1,0
555,Colorado Avalanche,Chicago Blackhawks,13,21,3,4,1,0
556,Carolina Hurricanes,Washington Capitals,10,2,4,2,1,0
557,Edmonton Oilers,Anaheim Ducks,1,11,0,1,1,0
558,Buffalo Sabres,New York Islanders,17,23,1,2,1,0
559,Arizona Coyotes,Winnipeg Jets,29,28,4,2,1,0
560,Calgary Flames,Los Angeles Kings,12,26,1,4,1,0
561,Detroit Red Wings,Pittsburgh Penguins,27,18,2,5,1,0
562,Dallas Stars,Nashville Predators,8,20,5,1,1,0
563,St Louis Blues,Minnesota Wild,3,19,1,3,1,0
564,Boston Bruins,Montreal Canadiens,7,9,1,5,1,0
565,Vancouver Canucks,Anaheim Ducks,0,11,1,1,1,0
566,Toronto Maple Leafs,St Louis Blues,5,3,4,1,1,0
567,Columbus Blue Jackets,Washington Capitals,25,2,4,4,1,0
568,Edmonton Oilers,Arizona Coyotes,1,29,3,3,1,0
569,Colorado Avalanche,Calgary Flames,13,12,0,4,1,0
570,Los Angeles Kings,Philadelphia Flyers,26,22,2,1,1,0
571,Pittsburgh Penguins,New York Islanders,18,23,5,2,1,0
572,San Jose Sharks,Winnipeg Jets,6,28,1,4,1,0
573,Carolina Hurricanes,Nashville Predators,10,20,1,2,1,0
574,Florida Panthers,New York Rangers,15,14,3,0,1,0
575,Buffalo Sabres,Detroit Red Wings,17,27,3,4,1,0
576,New Jersey Devils,Dallas Stars,24,8,3,2,1,0
577,Tampa Bay Lightning,Minnesota Wild,16,19,2,2,1,0
578,Anaheim Ducks,Winnipeg Jets,11,28,4,1,1,0
579,Chicago Blackhawks,Ottawa Senators,21,4,3,0,1,0
580,New York Islanders,Dallas Stars,23,8,6,5,1,0
581,Florida Panthers,Minnesota Wild,15,19,2,1,1,0
582,Vancouver Canucks,Arizona Coyotes,0,29,2,3,1,0
583,Edmonton Oilers,Carolina Hurricanes,1,10,1,0,1,0
584,Colorado Avalanche,Los Angeles Kings,13,26,4,1,1,0
585,New Jersey Devils,Detroit Red Wings,24,27,0,1,1,0
586,St Louis Blues,Ottawa Senators,3,4,2,3,1,0
587,Pittsburgh Penguins,Chicago Blackhawks,18,21,2,3,1,0
588,Philadelphia Flyers,Montreal Canadiens,22,9,4,3,1,0
589,Boston Bruins,Washington Capitals,7,2,2,3,1,0
590,Nashville Predators,Winnipeg Jets,20,28,1,4,1,0
591,Calgary Flames,Tampa Bay Lightning,12,16,3,1,1,0
592,Buffalo Sabres,Florida Panthers,17,15,1,5,1,0
593,New York Rangers,Dallas Stars,14,8,6,2,1,0
594,Columbus Blue Jackets,Minnesota Wild,25,19,2,4,1,0
595,Colorado Avalanche,St Louis Blues,13,3,4,3,1,0
596,Montreal Canadiens,New Jersey Devils,9,24,2,1,1,0
597,Vancouver Canucks,Carolina Hurricanes,0,10,3,2,1,0
598,Anaheim Ducks,Toronto Maple Leafs,11,5,0,4,1,0
599,Chicago Blackhawks,Pittsburgh Penguins,21,18,3,1,1,0
600,New York Islanders,Washington Capitals,23,2,1,4,1,0
601,Calgary Flames,Arizona Coyotes,12,29,1,2,1,0
602,Minnesota Wild,Philadelphia Flyers,19,22,3,4,1,0
603,Dallas Stars,Winnipeg Jets,8,28,1,1,1,0
604,Los Angeles Kings,Toronto Maple Leafs,26,5,2,1,1,0
605,Ottawa Senators,Florida Panthers,4,15,2,3,1,0
606,San Jose Sharks,Detroit Red Wings,6,27,1,2,1,0
607,Carolina Hurricanes,Columbus Blue Jackets,10,25,4,1,1,0
608,Anaheim Ducks,St Louis Blues,11,3,3,3,1,0
609,New Jersey Devils,Boston Bruins,24,7,1,4,1,0
610,Edmonton Oilers,Tampa Bay Lightning,1,16,2,3,1,0
611,Colorado Avalanche,Nashville Predators,13,20,5,3,1,0
612,Chicago Blackhawks,Buffalo Sabres,21,17,3,1,1,0
613,Los Angeles Kings,St Louis Blues,26,3,1,1,1,0
614,Ottawa Senators,Boston Bruins,4,7,2,1,1,0
615,New York Rangers,Washington Capitals,14,2,3,4,1,0
616,Columbus Blue Jackets,Carolina Hurricanes,25,10,3,4,1,0
617,Philadelphia Flyers,New York Islanders,22,23,4,0,1,0
618,Vancouver Canucks,Tampa Bay Lightning,0,16,2,3,1,0
619,San Jose Sharks,Toronto Maple Leafs,6,5,7,0,1,0
620,Montreal Canadiens,Pittsburgh Penguins,9,18,1,3,1,0
621,Arizona Coyotes,Nashville Predators,29,20,4,0,1,0
622,Dallas Stars,Minnesota Wild,8,19,1,2,1,0
623,Chicago Blackhawks,Colorado Avalanche,21,13,6,3,1,0
624,Minnesota Wild,New Jersey Devils,19,24,1,2,1,0
625,Edmonton Oilers,Florida Panthers,1,15,1,2,1,0
626,Anaheim Ducks,Detroit Red Wings,11,27,1,2,1,0
627,Winnipeg Jets,Buffalo Sabres,28,17,2,4,1,0
628,Washington Capitals,Ottawa Senators,2,4,7,1,1,0
629,New York Rangers,Boston Bruins,14,7,2,1,1,0
630,Vancouver Canucks,Florida Panthers,0,15,3,2,1,0
631,Los Angeles Kings,Detroit Red Wings,26,27,4,2,1,0
632,Calgary Flames,San Jose Sharks,12,6,4,5,1,0
633,New York Islanders,Columbus Blue Jackets,23,25,5,2,1,0
634,St Louis Blues,New Jersey Devils,3,24,5,2,1,0
635,Colorado Avalanche,Tampa Bay Lightning,13,16,0,4,1,0
636,Arizona Coyotes,Edmonton Oilers,29,1,4,3,1,0
637,Carolina Hurricanes,Pittsburgh Penguins,10,18,3,2,1,0
638,Chicago Blackhawks,Nashville Predators,21,20,3,2,1,0
639,Minnesota Wild,Buffalo Sabres,19,17,2,3,1,0
640,Winnipeg Jets,San Jose Sharks,28,6,1,4,1,0
641,Toronto Maple Leafs,Columbus Blue Jackets,5,25,1,3,1,0
642,Philadelphia Flyers,Boston Bruins,22,7,3,2,1,0
643,Calgary Flames,Florida Panthers,12,15,6,0,1,0
644,Anaheim Ducks,Ottawa Senators,11,4,4,1,1,0
645,Montreal Canadiens,Chicago Blackhawks,9,21,1,2,1,0
646,Washington Capitals,Vancouver Canucks,2,0,4,1,1,0
647,Colorado Avalanche,New Jersey Devils,13,24,3,0,1,0
648,St Louis Blues,Carolina Hurricanes,3,10,1,4,1,0
649,San Jose Sharks,Edmonton Oilers,6,1,1,1,1,0
650,Winnipeg Jets,Nashville Predators,28,20,5,4,1,0
651,New York Islanders,New York Rangers,23,14,3,1,1,0
652,Arizona Coyotes,Detroit Red Wings,29,27,2,3,1,0
653,Toronto Maple Leafs,Chicago Blackhawks,5,21,1,4,1,0
654,Buffalo Sabres,Boston Bruins,17,7,1,4,1,0
655,Carolina Hurricanes,Vancouver Canucks,10,0,2,3,1,0
656,Minnesota Wild,Winnipeg Jets,19,28,0,1,1,0
657,Tampa Bay Lightning,Pittsburgh Penguins,16,18,5,4,1,0
658,Anaheim Ducks,Dallas Stars,11,8,4,2,1,0
659,Columbus Blue Jackets,Colorado Avalanche,25,13,2,1,1,0
660,St Louis Blues,Montreal Canadiens,3,9,4,3,1,0
661,Buffalo Sabres,Washington Capitals,17,2,4,1,1,0
662,Arizona Coyotes,New Jersey Devils,29,24,0,2,1,0
663,Edmonton Oilers,Calgary Flames,1,12,1,1,1,0
664,Boston Bruins,Toronto Maple Leafs,7,5,3,2,1,0
665,Philadelphia Flyers,New York Rangers,22,14,2,2,1,0
666,Los Angeles Kings,Ottawa Senators,26,4,3,5,1,0
667,San Jose Sharks,Dallas Stars,6,8,4,3,1,0
668,Nashville Predators,Minnesota Wild,20,19,3,0,1,0
669,Chicago Blackhawks,Montreal Canadiens,21,9,5,2,1,0
670,New York Islanders,Vancouver Canucks,23,0,1,1,1,0
671,Detroit Red Wings,Philadelphia Flyers,27,22,1,1,1,0
672,Pittsburgh Penguins,Carolina Hurricanes,18,10,5,0,1,0
673,Anaheim Ducks,Los Angeles Kings,11,26,2,3,1,0
674,Tampa Bay Lightning,Florida Panthers,16,15,3,1,1,0
675,Washington Capitals,New York Rangers,2,14,5,2,1,0
676,Winnipeg Jets,Colorado Avalanche,28,13,1,2,1,0
677,Florida Panthers,Edmonton Oilers,15,1,2,4,1,0
678,St Louis Blues,Pittsburgh Penguins,3,18,5,2,1,0
679,Arizona Coyotes,Buffalo Sabres,29,17,1,2,1,0
680,San Jose Sharks,Ottawa Senators,6,4,3,3,1,0
681,Nashville Predators,Chicago Blackhawks,20,21,1,4,1,0
682,Montreal Canadiens,Boston Bruins,9,7,1,4,1,0
683,New York Rangers,Vancouver Canucks,14,0,3,2,1,0
684,Columbus Blue Jackets,Washington Capitals,25,2,3,6,1,0
685,New Jersey Devils,Calgary Flames,24,12,4,2,1,0
686,Philadelphia Flyers,Toronto Maple Leafs,22,5,2,3,1,0
687,Tampa Bay Lightning,Edmonton Oilers,16,1,6,4,1,0
688,Los Angeles Kings,Dallas Stars,26,8,3,2,1,0
689,Detroit Red Wings,St Louis Blues,27,3,1,2,1,0
690,Colorado Avalanche,Buffalo Sabres,13,17,2,1,1,0
691,Anaheim Ducks,Minnesota Wild,11,19,3,1,1,0
692,Tampa Bay Lightning,Chicago Blackhawks,16,21,2,1,1,0
693,Boston Bruins,Vancouver Canucks,7,0,2,4,1,0
694,Columbus Blue Jackets,Calgary Flames,25,12,2,4,1,0
695,Pittsburgh Penguins,Philadelphia Flyers,18,22,4,3,1,0
696,Toronto Maple Leafs,Carolina Hurricanes,5,10,0,1,1,0
697,Dallas Stars,Edmonton Oilers,8,1,3,2,1,0
698,Winnipeg Jets,Nashville Predators,28,20,1,4,1,0
699,New Jersey Devils,Ottawa Senators,24,4,6,3,1,0
700,Arizona Coyotes,San Jose Sharks,29,6,1,3,1,0
701,Los Angeles Kings,Minnesota Wild,26,19,0,3,1,0
702,Florida Panthers,Chicago Blackhawks,15,21,4,0,1,0
703,Colorado Avalanche,St Louis Blues,13,3,1,1,1,0
704,Ottawa Senators,New York Islanders,4,23,2,5,1,0
705,Carolina Hurricanes,New York Rangers,10,14,1,4,1,0
706,Buffalo Sabres,Detroit Red Wings,17,27,0,3,1,0
707,Dallas Stars,Colorado Avalanche,8,13,1,3,1,0
708,Boston Bruins,Columbus Blue Jackets,7,25,2,2,1,0
709,Toronto Maple Leafs,Montreal Canadiens,5,9,2,2,1,0
710,Pittsburgh Penguins,Vancouver Canucks,18,0,5,4,1,0
711,Winnipeg Jets,New Jersey Devils,28,24,1,3,1,0
712,Detroit Red Wings,Anaheim Ducks,27,11,3,4,1,0
713,Arizona Coyotes,Los Angeles Kings,29,26,3,2,1,0
714,Florida Panthers,Tampa Bay Lightning,15,16,5,2,1,0
715,Edmonton Oilers,Nashville Predators,1,20,1,4,1,0
716,San Jose Sharks,Minnesota Wild,6,19,4,3,1,0
717,Chicago Blackhawks,St Louis Blues,21,3,2,0,1,0
718,Carolina Hurricanes,Calgary Flames,10,12,5,2,1,0
719,San Jose Sharks,Los Angeles Kings,6,26,2,3,1,0
720,Ottawa Senators,New York Rangers,4,14,3,0,1,0
721,Philadelphia Flyers,Boston Bruins,22,7,2,3,1,0
722,Columbus Blue Jackets,Montreal Canadiens,25,9,5,2,1,0
723,Minnesota Wild,Arizona Coyotes,19,29,1,1,1,0
724,Dallas Stars,Calgary Flames,8,12,2,1,1,0
725,New York Islanders,Detroit Red Wings,23,27,2,4,1,0
726,New York Rangers,Buffalo Sabres,14,17,6,3,1,0
727,San Jose Sharks,Colorado Avalanche,6,13,6,1,1,0
728,Carolina Hurricanes,Chicago Blackhawks,10,21,5,0,1,0
729,Montreal Canadiens,Columbus Blue Jackets,9,25,2,5,1,0
730,Winnipeg Jets,Arizona Coyotes,28,29,5,2,1,0
731,Pittsburgh Penguins,New Jersey Devils,18,24,2,0,1,0
732,Boston Bruins,Anaheim Ducks,7,11,2,6,1,0
733,Florida Panthers,Toronto Maple Leafs,15,5,5,1,1,0
734,Vancouver Canucks,Nashville Predators,0,20,1,2,1,0
735,Ottawa Senators,Buffalo Sabres,4,17,2,3,1,0
736,Los Angeles Kings,Colorado Avalanche,26,13,3,4,1,0
737,Washington Capitals,Philadelphia Flyers,2,22,3,4,1,0
738,Tampa Bay Lightning,Toronto Maple Leafs,16,5,1,0,1,0
739,Calgary Flames,Nashville Predators,12,20,1,2,1,0
740,Colorado Avalanche,Chicago Blackhawks,13,21,1,2,1,0
741,Edmonton Oilers,Columbus Blue Jackets,1,25,5,1,1,0
742,Nashville Predators,St Louis Blues,20,3,0,1,1,0
743,Philadelphia Flyers,Montreal Canadiens,22,9,4,2,1,0
744,Arizona Coyotes,Los Angeles Kings,29,26,2,6,1,0
745,Boston Bruins,Toronto Maple Leafs,7,5,3,4,1,0
746,Washington Capitals,Florida Panthers,2,15,2,5,1,0
747,New Jersey Devils,New York Rangers,24,14,3,2,1,0
748,Pittsburgh Penguins,Ottawa Senators,18,4,6,5,1,0
749,Anaheim Ducks,San Jose Sharks,11,6,3,2,1,0
750,Winnipeg Jets,Dallas Stars,28,8,3,5,1,0
751,New York Islanders,Minnesota Wild,23,19,5,3,1,0
752,Calgary Flames,Carolina Hurricanes,12,10,4,1,1,0
753,Tampa Bay Lightning,Detroit Red Wings,16,27,3,1,1,0
754,Montreal Canadiens,Buffalo Sabres,9,17,2,4,1,0
755,Arizona Coyotes,Chicago Blackhawks,29,21,4,5,1,0
756,Vancouver Canucks,Columbus Blue Jackets,0,25,1,1,1,0
757,Buffalo Sabres,Boston Bruins,17,7,2,2,1,0
758,Toronto Maple Leafs,New Jersey Devils,5,24,2,2,1,0
759,Los Angeles Kings,Anaheim Ducks,26,11,2,4,1,0
760,Nashville Predators,Philadelphia Flyers,20,22,3,6,1,0
761,Washington Capitals,New York Islanders,2,23,3,2,1,0
762,Ottawa Senators,Edmonton Oilers,4,1,2,7,1,0
763,Florida Panthers,Detroit Red Wings,15,27,6,3,1,0
764,St Louis Blues,San Jose Sharks,3,6,1,3,1,0
765,Colorado Avalanche,Dallas Stars,13,8,3,4,1,0
766,New York Rangers,Minnesota Wild,14,19,4,2,1,0
767,Calgary Flames,Columbus Blue Jackets,12,25,1,2,1,0
768,Anaheim Ducks,Arizona Coyotes,11,29,5,2,1,0
769,Winnipeg Jets,Carolina Hurricanes,28,10,3,5,1,0
770,Tampa Bay Lightning,Pittsburgh Penguins,16,18,6,3,1,0
771,Dallas Stars,Chicago Blackhawks,8,21,1,5,1,0
772,New Jersey Devils,Washington Capitals,24,2,2,2,1,0
773,Vancouver Canucks,Calgary Flames,0,12,1,4,1,0
774,Detroit Red Wings,New York Islanders,27,23,5,1,1,0
775,Colorado Avalanche,Winnipeg Jets,13,28,2,4,1,0
776,Ottawa Senators,Toronto Maple Leafs,4,5,6,1,1,0
777,Montreal Canadiens,Edmonton Oilers,9,1,5,1,1,0
778,Florida Panthers,Pittsburgh Penguins,15,18,2,3,1,0
779,Philadelphia Flyers,New York Rangers,22,14,2,2,1,0
780,Boston Bruins,Buffalo Sabres,7,17,2,1,1,0
781,Nashville Predators,San Jose Sharks,20,6,6,2,1,0
782,St Louis Blues,Minnesota Wild,3,19,4,1,1,0
783,Washington Capitals,Philadelphia Flyers,2,22,3,2,1,0
784,Montreal Canadiens,Carolina Hurricanes,9,10,1,1,1,0
785,New York Islanders,Edmonton Oilers,23,1,8,1,1,0
786,New York Rangers,New Jersey Devils,14,24,2,1,1,0
787,Pittsburgh Penguins,Anaheim Ducks,18,11,6,2,1,0
788,Ottawa Senators,Tampa Bay Lightning,4,16,5,1,1,0
789,Detroit Red Wings,Florida Panthers,27,15,3,0,1,0
790,Colorado Avalanche,Vancouver Canucks,13,0,1,3,1,0
791,Nashville Predators,Washington Capitals,20,2,3,5,1,0
792,Philadelphia Flyers,Anaheim Ducks,22,11,1,4,1,0
793,Columbus Blue Jackets,New York Islanders,25,23,2,2,1,0
794,St Louis Blues,Winnipeg Jets,3,28,1,1,1,0
795,Boston Bruins,Los Angeles Kings,7,26,2,9,1,0
796,Montreal Canadiens,Tampa Bay Lightning,9,16,4,2,1,0
797,Calgary Flames,Toronto Maple Leafs,12,5,4,3,1,0
798,New Jersey Devils,Edmonton Oilers,24,1,2,1,1,0
799,Buffalo Sabres,Florida Panthers,17,15,4,7,1,0
800,Chicago Blackhawks,San Jose Sharks,21,6,0,2,1,0
801,Minnesota Wild,Dallas Stars,19,8,3,4,1,0
802,Arizona Coyotes,Vancouver Canucks,29,0,1,2,1,0
803,Pittsburgh Penguins,New York Rangers,18,14,0,3,1,0
804,Detroit Red Wings,Ottawa Senators,27,4,3,1,1,0
805,Ottawa Senators,Colorado Avalanche,4,13,3,4,1,0
806,Winnipeg Jets,Boston Bruins,28,7,2,6,1,0
807,Minnesota Wild,Washington Capitals,19,2,3,4,1,0
808,Columbus Blue Jackets,Anaheim Ducks,25,11,3,3,1,0
809,San Jose Sharks,Calgary Flames,6,12,5,5,1,0
810,New York Islanders,Los Angeles Kings,23,26,5,2,1,0
811,Edmonton Oilers,Toronto Maple Leafs,1,5,5,2,1,0
812,Philadelphia Flyers,Buffalo Sabres,22,17,5,1,1,0
813,Chicago Blackhawks,Dallas Stars,21,8,2,4,1,0
814,Detroit Red Wings,Colorado Avalanche,27,13,2,2,1,0
815,Florida Panthers,St Louis Blues,15,3,3,5,1,0
816,Buffalo Sabres,Montreal Canadiens,17,9,6,4,1,0
817,Arizona Coyotes,Calgary Flames,29,12,4,1,1,0
818,New York Rangers,Los Angeles Kings,14,26,4,5,1,0
819,Carolina Hurricanes,Pittsburgh Penguins,10,18,1,1,1,0
820,Tampa Bay Lightning,Nashville Predators,16,20,4,3,1,0
821,Minnesota Wild,Boston Bruins,19,7,2,4,1,0
822,Dallas Stars,Washington Capitals,8,2,4,3,1,0
823,San Jose Sharks,Arizona Coyotes,6,29,4,1,1,0
824,Philadelphia Flyers,New Jersey Devils,22,24,1,2,1,0
825,Chicago Blackhawks,Anaheim Ducks,21,11,2,3,1,0
826,Carolina Hurricanes,New York Islanders,10,23,6,3,1,0
827,Edmonton Oilers,Winnipeg Jets,1,28,1,1,1,0
828,Vancouver Canucks,Toronto Maple Leafs,0,5,2,5,1,0
829,Florida Panthers,Nashville Predators,15,20,0,5,1,0
830,Columbus Blue Jackets,Ottawa Senators,25,4,4,2,1,0
831,Buffalo Sabres,Colorado Avalanche,17,13,4,1,1,0
832,Tampa Bay Lightning,St Louis Blues,16,3,1,2,1,0
833,Detroit Red Wings,Boston Bruins,27,7,6,5,1,0
834,New York Rangers,Philadelphia Flyers,14,22,3,1,1,0
835,New Jersey Devils,Los Angeles Kings,24,26,1,0,1,0
836,Arizona Coyotes,Montreal Canadiens,29,9,6,2,1,0
837,Calgary Flames,Anaheim Ducks,12,11,4,6,1,0
838,Chicago Blackhawks,Toronto Maple Leafs,21,5,7,2,1,0
839,Florida Panthers,Pittsburgh Penguins,15,18,1,1,1,0
840,New York Islanders,Detroit Red Wings,23,27,4,1,1,0
841,Nashville Predators,Dallas Stars,20,8,2,3,1,0
