,home_team,away_team,home_team_id,away_team_id,home_points,away_points,regular_season,season
3130,Detroit Red Wings,Toronto Maple Leafs,27,5,3,1,1,2
3131,Vancouver Canucks,San Jose Sharks,0,6,4,3,1,2
3132,New Jersey Devils,Dallas Stars,24,8,5,2,1,2
3133,Carolina Hurricanes,Columbus Blue Jackets,10,25,2,1,1,2
3134,Ottawa Senators,Montreal Canadiens,4,9,3,0,1,2
3135,Washington Capitals,Anaheim Ducks,2,11,3,2,1,2
3136,St Louis Blues,Winnipeg Jets,3,28,2,0,1,2
3137,New York Islanders,Los Angeles Kings,23,26,4,3,1,2
3138,Colorado Avalanche,Tampa Bay Lightning,13,16,5,6,1,2
3139,Minnesota Wild,Edmonton Oilers,19,1,2,3,1,2
3140,Arizona Coyotes,Pittsburgh Penguins,29,18,2,4,1,2
3141,Calgary Flames,Nashville Predators,12,20,0,2,1,2
3142,Boston Bruins,New York Rangers,7,14,2,3,1,2
3143,Philadelphia Flyers,Dallas Stars,22,8,2,1,1,2
3144,Winnipeg Jets,St Louis Blues,28,3,4,0,1,2
3145,Vancouver Canucks,Calgary Flames,0,12,1,6,1,2
3146,Vegas Golden Knights,Florida Panthers,30,15,5,2,1,2
3147,Chicago Blackhawks,Minnesota Wild,21,19,4,1,1,2
3148,Boston Bruins,Columbus Blue Jackets,7,25,7,2,1,2
3149,New Jersey Devils,Anaheim Ducks,24,11,5,3,1,2
3150,Philadelphia Flyers,Los Angeles Kings,22,26,1,4,1,2
3151,Colorado Avalanche,Pittsburgh Penguins,13,18,4,2,1,2
3152,Edmonton Oilers,San Jose Sharks,1,6,5,3,1,2
3153,Buffalo Sabres,Boston Bruins,17,7,0,3,1,2
3154,Vancouver Canucks,Montreal Canadiens,0,9,5,7,1,2
3155,Dallas Stars,Washington Capitals,8,2,3,4,1,2
3156,New York Rangers,Anaheim Ducks,14,11,4,1,1,2
3157,Toronto Maple Leafs,Carolina Hurricanes,5,10,8,1,1,2
3158,Nashville Predators,Winnipeg Jets,20,28,4,6,1,2
3159,Vegas Golden Knights,Tampa Bay Lightning,30,16,4,3,1,2
3160,Arizona Coyotes,Florida Panthers,29,15,2,3,1,2
3161,New York Islanders,Detroit Red Wings,23,27,3,6,1,2
3162,Ottawa Senators,Minnesota Wild,4,19,4,6,1,2
3163,Calgary Flames,St Louis Blues,12,3,2,1,1,2
3164,Columbus Blue Jackets,Toronto Maple Leafs,25,5,4,2,1,2
3165,Philadelphia Flyers,Detroit Red Wings,22,27,4,3,1,2
3166,Los Angeles Kings,Colorado Avalanche,26,13,2,1,1,2
3167,Dallas Stars,Chicago Blackhawks,8,21,4,0,1,2
3168,Pittsburgh Penguins,Columbus Blue Jackets,18,25,2,2,1,2
3169,Edmonton Oilers,St Louis Blues,1,3,3,2,1,2
3170,San Jose Sharks,Vancouver Canucks,6,0,5,4,1,2
3171,New York Islanders,Anaheim Ducks,23,11,4,5,1,2
3172,Nashville Predators,Carolina Hurricanes,20,10,1,4,1,2
3173,Boston Bruins,Winnipeg Jets,7,28,1,1,1,2
3174,New Jersey Devils,New York Rangers,24,14,3,3,1,2
3175,Tampa Bay Lightning,Ottawa Senators,16,4,3,3,1,2
3176,Calgary Flames,Montreal Canadiens,12,9,2,3,1,2
3177,Arizona Coyotes,Washington Capitals,29,2,3,2,1,2
3178,Buffalo Sabres,Philadelphia Flyers,17,22,4,2,1,2
3179,Florida Panthers,Minnesota Wild,15,19,4,2,1,2
3180,Arizona Coyotes,Colorado Avalanche,29,13,2,6,1,2
3181,New Jersey Devils,Chicago Blackhawks,24,21,4,1,1,2
3182,Vancouver Canucks,St Louis Blues,0,3,1,3,1,2
3183,Edmonton Oilers,Montreal Canadiens,1,9,4,1,1,2
3184,Vegas Golden Knights,Washington Capitals,30,2,3,0,1,2
3185,Pittsburgh Penguins,Anaheim Ducks,18,11,0,4,1,2
3186,Columbus Blue Jackets,Philadelphia Flyers,25,22,1,1,1,2
3187,New York Islanders,Winnipeg Jets,23,28,5,2,1,2
3188,San Jose Sharks,Los Angeles Kings,6,26,2,0,1,2
3189,New York Rangers,Toronto Maple Leafs,14,5,2,3,1,2
3190,Dallas Stars,Nashville Predators,8,20,3,3,1,2
3191,Boston Bruins,Detroit Red Wings,7,27,3,1,1,2
3192,Carolina Hurricanes,Buffalo Sabres,10,17,4,2,1,2
3193,Florida Panthers,Ottawa Senators,15,4,1,0,1,2
3194,Tampa Bay Lightning,Minnesota Wild,16,19,3,0,1,2
3195,Pittsburgh Penguins,Columbus Blue Jackets,18,25,4,4,1,2
3196,Carolina Hurricanes,Montreal Canadiens,10,9,3,1,1,2
3197,New York Rangers,Washington Capitals,14,2,0,0,1,2
3198,Colorado Avalanche,Arizona Coyotes,13,29,1,3,1,2
3199,Anaheim Ducks,Vegas Golden Knights,11,30,1,4,1,2
3200,Winnipeg Jets,Edmonton Oilers,28,1,4,3,1,2
3201,St Louis Blues,Nashville Predators,3,20,1,2,1,2
3202,New Jersey Devils,Detroit Red Wings,24,27,3,1,1,2
3203,New York Islanders,Buffalo Sabres,23,17,3,2,1,2
3204,Boston Bruins,Ottawa Senators,7,4,5,1,1,2
3205,Minnesota Wild,Dallas Stars,19,8,4,2,1,2
3206,Vancouver Canucks,Chicago Blackhawks,0,21,5,2,1,2
3207,Washington Capitals,Boston Bruins,2,7,3,3,1,2
3208,Tampa Bay Lightning,Montreal Canadiens,16,9,3,1,1,2
3209,San Jose Sharks,Calgary Flames,6,12,2,2,1,2
3210,Florida Panthers,Philadelphia Flyers,15,22,3,2,1,2
3211,Los Angeles Kings,Vegas Golden Knights,26,30,2,3,1,2
3212,Arizona Coyotes,Toronto Maple Leafs,29,5,4,7,1,2
3213,Edmonton Oilers,Chicago Blackhawks,1,21,3,4,1,2
3214,Ottawa Senators,Columbus Blue Jackets,4,25,5,4,1,2
3215,Dallas Stars,St Louis Blues,8,3,4,2,1,2
3216,Anaheim Ducks,Calgary Flames,11,12,2,1,1,2
3217,Tampa Bay Lightning,Philadelphia Flyers,16,22,3,5,1,2
3218,Winnipeg Jets,New York Islanders,28,23,4,2,1,2
3219,Colorado Avalanche,Toronto Maple Leafs,13,5,4,3,1,2
3220,Carolina Hurricanes,Pittsburgh Penguins,10,18,2,1,1,2
3221,Minnesota Wild,Nashville Predators,19,20,4,2,1,2
3222,Detroit Red Wings,New York Rangers,27,14,2,2,1,2
3223,New Jersey Devils,Buffalo Sabres,24,17,3,4,1,2
3224,Ottawa Senators,Boston Bruins,4,7,0,5,1,2
3225,Florida Panthers,Montreal Canadiens,15,9,2,0,1,2
3226,Washington Capitals,New Jersey Devils,2,24,5,2,1,2
3227,St Louis Blues,Carolina Hurricanes,3,10,3,2,1,2
3228,Vancouver Canucks,Los Angeles Kings,0,26,3,4,1,2
3229,Nashville Predators,Minnesota Wild,20,19,3,0,1,2
3230,Calgary Flames,Chicago Blackhawks,12,21,4,3,1,2
3231,Anaheim Ducks,Arizona Coyotes,11,29,5,2,1,2
3232,Colorado Avalanche,New York Islanders,13,23,6,1,1,2
3233,Edmonton Oilers,Winnipeg Jets,1,28,0,5,1,2
3234,Columbus Blue Jackets,Tampa Bay Lightning,25,16,0,5,1,2
3235,Vegas Golden Knights,Toronto Maple Leafs,30,5,6,3,1,2
3236,Detroit Red Wings,Pittsburgh Penguins,27,18,4,1,1,2
3237,Dallas Stars,San Jose Sharks,8,6,6,0,1,2
3238,Buffalo Sabres,New York Rangers,17,14,2,3,1,2
3239,Dallas Stars,Columbus Blue Jackets,8,25,1,2,1,2
3240,New York Islanders,Boston Bruins,23,7,1,5,1,2
3241,Carolina Hurricanes,Washington Capitals,10,2,4,5,1,2
3242,St Louis Blues,New Jersey Devils,3,24,2,2,1,2
3243,Vancouver Canucks,Anaheim Ducks,0,11,0,5,1,2
3244,Colorado Avalanche,Winnipeg Jets,13,28,3,2,1,2
3245,Edmonton Oilers,Los Angeles Kings,1,26,0,5,1,2
3246,Toronto Maple Leafs,Tampa Bay Lightning,5,16,0,2,1,2
3247,Minnesota Wild,Florida Panthers,19,15,5,1,1,2
3248,Philadelphia Flyers,Pittsburgh Penguins,22,18,1,5,1,2
3249,Vegas Golden Knights,Nashville Predators,30,20,3,0,1,2
3250,Montreal Canadiens,San Jose Sharks,9,6,1,4,1,2
3251,New York Rangers,Chicago Blackhawks,14,21,2,5,1,2
3252,Detroit Red Wings,Ottawa Senators,27,4,2,1,1,2
3253,Colorado Avalanche,Columbus Blue Jackets,13,25,2,0,1,2
3254,Dallas Stars,New Jersey Devils,8,24,4,3,1,2
3255,Edmonton Oilers,Anaheim Ducks,1,11,1,1,1,2
3256,St Louis Blues,Vegas Golden Knights,3,30,2,1,1,2
3257,Pittsburgh Penguins,Carolina Hurricanes,18,10,0,4,1,2
3258,Philadelphia Flyers,New York Islanders,22,23,6,4,1,2
3259,Calgary Flames,Los Angeles Kings,12,26,4,3,1,2
3260,Montreal Canadiens,Tampa Bay Lightning,9,16,1,1,1,2
3261,Arizona Coyotes,Nashville Predators,29,20,3,2,1,2
3262,Minnesota Wild,Buffalo Sabres,19,17,6,2,1,2
3263,Toronto Maple Leafs,San Jose Sharks,5,6,2,2,1,2
3264,Chicago Blackhawks,Vegas Golden Knights,21,30,4,5,1,2
3265,Detroit Red Wings,Florida Panthers,27,15,4,2,1,2
3266,New York Islanders,Pittsburgh Penguins,23,18,0,4,1,2
3267,Winnipeg Jets,Buffalo Sabres,28,17,4,3,1,2
3268,Ottawa Senators,San Jose Sharks,4,6,6,5,1,2
3269,Philadelphia Flyers,St Louis Blues,22,3,6,3,1,2
3270,Toronto Maple Leafs,Vancouver Canucks,5,0,2,2,1,2
3271,Calgary Flames,Anaheim Ducks,12,11,3,2,1,2
3272,Boston Bruins,Carolina Hurricanes,7,10,7,1,1,2
3273,Ottawa Senators,Tampa Bay Lightning,4,16,6,3,1,2
3274,Dallas Stars,Edmonton Oilers,8,1,5,1,1,2
3275,Los Angeles Kings,Nashville Predators,26,20,3,4,1,2
3276,Arizona Coyotes,New York Rangers,29,14,1,1,1,2
3277,Colorado Avalanche,Minnesota Wild,13,19,7,2,1,2
3278,Washington Capitals,St Louis Blues,2,3,4,3,1,2
3279,Pittsburgh Penguins,Boston Bruins,18,7,6,5,1,2
3280,Montreal Canadiens,Vancouver Canucks,9,0,5,2,1,2
3281,New York Islanders,New Jersey Devils,23,24,4,4,1,2
3282,Detroit Red Wings,Tampa Bay Lightning,27,16,2,5,1,2
3283,Chicago Blackhawks,Edmonton Oilers,21,1,4,1,1,2
3284,Columbus Blue Jackets,Florida Panthers,25,15,2,2,1,2
3285,Vegas Golden Knights,New York Rangers,30,14,2,1,1,2
3286,Philadelphia Flyers,Buffalo Sabres,22,17,4,1,1,2
3287,Winnipeg Jets,San Jose Sharks,28,6,4,1,1,2
3288,Toronto Maple Leafs,Columbus Blue Jackets,5,25,2,3,1,2
3289,Ottawa Senators,Chicago Blackhawks,4,21,2,8,1,2
3290,Washington Capitals,Vancouver Canucks,2,0,3,1,1,2
3291,Minnesota Wild,Calgary Flames,19,12,2,3,1,2
3292,Tampa Bay Lightning,Carolina Hurricanes,16,10,5,4,1,2
3293,Buffalo Sabres,Winnipeg Jets,17,28,4,7,1,2
3294,Nashville Predators,Edmonton Oilers,20,1,2,1,1,2
3295,St Louis Blues,Florida Panthers,3,15,4,7,1,2
3296,Toronto Maple Leafs,Ottawa Senators,5,4,3,4,1,2
3297,Chicago Blackhawks,Minnesota Wild,21,19,1,2,1,2
3298,Buffalo Sabres,Columbus Blue Jackets,17,25,3,1,1,2
3299,Tampa Bay Lightning,Calgary Flames,16,12,1,5,1,2
3300,Washington Capitals,Carolina Hurricanes,2,10,1,3,1,2
3301,Columbus Blue Jackets,Vancouver Canucks,25,0,2,5,1,2
3302,Carolina Hurricanes,Washington Capitals,10,2,3,4,1,2
3303,Florida Panthers,Calgary Flames,15,12,2,4,1,2
3304,Chicago Blackhawks,Winnipeg Jets,21,28,2,1,1,2
3305,Arizona Coyotes,Edmonton Oilers,29,1,2,4,1,2
3306,Dallas Stars,Colorado Avalanche,8,13,1,4,1,2
3307,Montreal Canadiens,Boston Bruins,9,7,3,3,1,2
3308,San Jose Sharks,Arizona Coyotes,6,29,6,5,1,2
3309,Los Angeles Kings,Anaheim Ducks,26,11,2,4,1,2
3310,New Jersey Devils,Philadelphia Flyers,24,22,3,5,1,2
3311,New York Rangers,New York Islanders,14,23,2,7,1,2
3312,Minnesota Wild,Winnipeg Jets,19,28,4,1,1,2
3313,Vegas Golden Knights,Edmonton Oilers,30,1,2,3,1,2
3314,Pittsburgh Penguins,Detroit Red Wings,18,27,4,1,1,2
3315,Minnesota Wild,Vancouver Canucks,19,0,2,3,1,2
3316,Carolina Hurricanes,Calgary Flames,10,12,1,4,1,2
3317,Pittsburgh Penguins,New York Rangers,18,14,5,2,1,2
3318,Chicago Blackhawks,Detroit Red Wings,21,27,0,4,1,2
3319,Colorado Avalanche,Anaheim Ducks,13,11,3,1,1,2
3320,Montreal Canadiens,New York Islanders,9,23,4,5,1,2
3321,Los Angeles Kings,San Jose Sharks,26,6,1,4,1,2
3322,Boston Bruins,Dallas Stars,7,8,2,3,1,2
3323,Toronto Maple Leafs,St Louis Blues,5,3,1,2,1,2
3324,New York Islanders,New Jersey Devils,23,24,1,4,1,2
3325,New York Rangers,Philadelphia Flyers,14,22,5,1,1,2
3326,Nashville Predators,Vegas Golden Knights,20,30,1,0,1,2
3327,Arizona Coyotes,San Jose Sharks,29,6,2,2,1,2
3328,Detroit Red Wings,Dallas Stars,27,8,2,4,1,2
3329,Boston Bruins,Montreal Canadiens,7,9,4,1,1,2
3330,Anaheim Ducks,Pittsburgh Penguins,11,18,5,3,1,2
3331,Ottawa Senators,St Louis Blues,4,3,1,4,1,2
3332,New York Islanders,Boston Bruins,23,7,2,5,1,2
3333,New Jersey Devils,Washington Capitals,24,2,4,3,1,2
3334,Nashville Predators,Arizona Coyotes,20,29,2,2,1,2
3335,Tampa Bay Lightning,Vegas Golden Knights,16,30,1,4,1,2
3336,Philadelphia Flyers,Toronto Maple Leafs,22,5,3,2,1,2
3337,Los Angeles Kings,Pittsburgh Penguins,26,18,1,3,1,2
3338,New York Rangers,Buffalo Sabres,14,17,4,3,1,2
3339,Colorado Avalanche,San Jose Sharks,13,6,5,3,1,2
3340,Columbus Blue Jackets,Dallas Stars,25,8,1,1,1,2
3341,Washington Capitals,Montreal Canadiens,2,9,2,3,1,2
3342,Florida Panthers,Vegas Golden Knights,15,30,4,3,1,2
3343,Anaheim Ducks,Los Angeles Kings,11,26,2,1,1,2
3344,Montreal Canadiens,Boston Bruins,9,7,1,4,1,2
3345,Edmonton Oilers,Vancouver Canucks,1,0,5,2,1,2
3346,St Louis Blues,Arizona Coyotes,3,29,2,5,1,2
3347,Philadelphia Flyers,New Jersey Devils,22,24,3,1,1,2
3348,Detroit Red Wings,Carolina Hurricanes,27,10,1,3,1,2
3349,Chicago Blackhawks,New York Islanders,21,23,3,7,1,2
3350,Calgary Flames,Winnipeg Jets,12,28,1,1,1,2
3351,Minnesota Wild,Tampa Bay Lightning,19,16,5,2,1,2
3352,Ottawa Senators,Toronto Maple Leafs,4,5,3,4,1,2
3353,Nashville Predators,Florida Panthers,20,15,4,3,1,2
3354,San Jose Sharks,Pittsburgh Penguins,6,18,2,1,1,2
3355,Colorado Avalanche,New York Rangers,13,14,3,1,1,2
3356,Buffalo Sabres,Dallas Stars,17,8,1,7,1,2
3357,Winnipeg Jets,Vancouver Canucks,28,0,1,0,1,2
3358,Washington Capitals,Philadelphia Flyers,2,22,1,2,1,2
3359,Carolina Hurricanes,Vegas Golden Knights,10,30,1,5,1,2
3360,Los Angeles Kings,New York Rangers,26,14,4,2,1,2
3361,Anaheim Ducks,San Jose Sharks,11,6,2,6,1,2
3362,Toronto Maple Leafs,Colorado Avalanche,5,13,2,4,1,2
3363,Arizona Coyotes,New York Islanders,29,23,3,2,1,2
3364,Chicago Blackhawks,Tampa Bay Lightning,21,16,0,2,1,2
3365,New Jersey Devils,Detroit Red Wings,24,27,0,3,1,2
3366,Calgary Flames,Buffalo Sabres,12,17,1,2,1,2
3367,Minnesota Wild,Ottawa Senators,19,4,3,1,1,2
3368,Montreal Canadiens,Colorado Avalanche,9,13,4,2,1,2
3369,Vegas Golden Knights,Columbus Blue Jackets,30,25,6,3,1,2
3370,Boston Bruins,New Jersey Devils,7,24,3,2,1,2
3371,Detroit Red Wings,Philadelphia Flyers,27,22,2,3,1,2
3372,Pittsburgh Penguins,Carolina Hurricanes,18,10,3,1,1,2
3373,San Jose Sharks,Winnipeg Jets,6,28,4,5,1,2
3374,Vancouver Canucks,Los Angeles Kings,0,26,6,2,1,2
3375,Nashville Predators,Tampa Bay Lightning,20,16,3,4,1,2
3376,Dallas Stars,Florida Panthers,8,15,6,1,1,2
3377,Anaheim Ducks,New York Rangers,11,14,6,3,1,2
3378,Edmonton Oilers,Buffalo Sabres,1,17,0,5,1,2
3379,St Louis Blues,Ottawa Senators,3,4,3,0,1,2
3380,Calgary Flames,Los Angeles Kings,12,26,1,2,1,2
3381,Chicago Blackhawks,Toronto Maple Leafs,21,5,2,3,1,2
3382,St Louis Blues,Colorado Avalanche,3,13,3,1,1,2
3383,Detroit Red Wings,Chicago Blackhawks,27,21,1,5,1,2
3384,Arizona Coyotes,Columbus Blue Jackets,29,25,1,2,1,2
3385,Ottawa Senators,Boston Bruins,4,7,2,3,1,2
3386,Florida Panthers,Washington Capitals,15,2,2,4,1,2
3387,Edmonton Oilers,Calgary Flames,1,12,3,3,1,2
3388,Montreal Canadiens,Carolina Hurricanes,9,10,5,6,1,2
3389,Vegas Golden Knights,New York Islanders,30,23,1,2,1,2
3390,Anaheim Ducks,Winnipeg Jets,11,28,3,3,1,2
3391,Philadelphia Flyers,Tampa Bay Lightning,22,16,1,5,1,2
3392,Dallas Stars,Toronto Maple Leafs,8,5,1,4,1,2
3393,New Jersey Devils,Nashville Predators,24,20,0,3,1,2
3394,San Jose Sharks,New York Rangers,6,14,5,6,1,2
3395,Vancouver Canucks,Buffalo Sabres,0,17,0,4,1,2
3396,Pittsburgh Penguins,Minnesota Wild,18,19,6,3,1,2
3397,Vancouver Canucks,Colorado Avalanche,0,13,4,3,1,2
3398,Nashville Predators,Chicago Blackhawks,20,21,1,2,1,2
3399,St Louis Blues,Montreal Canadiens,3,9,3,1,1,2
3400,Buffalo Sabres,New Jersey Devils,17,24,1,3,1,2
3401,Boston Bruins,Anaheim Ducks,7,11,1,3,1,2
3402,Calgary Flames,Vegas Golden Knights,12,30,2,4,1,2
3403,Dallas Stars,Los Angeles Kings,8,26,0,3,1,2
3404,Winnipeg Jets,Tampa Bay Lightning,28,16,3,1,1,2
3405,New York Islanders,Florida Panthers,23,15,1,4,1,2
3406,Carolina Hurricanes,Ottawa Senators,10,4,2,1,1,2
3407,Pittsburgh Penguins,San Jose Sharks,18,6,5,2,1,2
3408,Columbus Blue Jackets,Minnesota Wild,25,19,2,2,1,2
3409,Washington Capitals,Philadelphia Flyers,2,22,5,3,1,2
3410,Toronto Maple Leafs,New York Islanders,5,23,5,0,1,2
3411,Detroit Red Wings,San Jose Sharks,27,6,1,1,1,2
3412,Edmonton Oilers,Colorado Avalanche,1,13,3,4,1,2
3413,Vancouver Canucks,Chicago Blackhawks,0,21,4,2,1,2
3414,Boston Bruins,St Louis Blues,7,3,3,1,1,2
3415,Carolina Hurricanes,Montreal Canadiens,10,9,2,0,1,2
3416,Ottawa Senators,Anaheim Ducks,4,11,2,1,1,2
3417,New Jersey Devils,Philadelphia Flyers,24,22,4,3,1,2
3418,Winnipeg Jets,Vegas Golden Knights,28,30,2,3,1,2
3419,Nashville Predators,Los Angeles Kings,20,26,5,0,1,2
3420,Calgary Flames,Tampa Bay Lightning,12,16,4,7,1,2
3421,New York Rangers,Toronto Maple Leafs,14,5,0,4,1,2
3422,Buffalo Sabres,Florida Panthers,17,15,2,4,1,2
3423,Arizona Coyotes,Dallas Stars,29,8,1,4,1,2
3424,Pittsburgh Penguins,Washington Capitals,18,2,7,4,1,2
3425,Minnesota Wild,Vegas Golden Knights,19,30,5,2,1,2
3426,Carolina Hurricanes,Detroit Red Wings,10,27,1,4,1,2
3427,Columbus Blue Jackets,San Jose Sharks,25,6,1,3,1,2
3428,Winnipeg Jets,Colorado Avalanche,28,13,3,0,1,2
3429,Calgary Flames,Chicago Blackhawks,12,21,4,3,1,2
3430,New York Islanders,Columbus Blue Jackets,23,25,4,3,1,2
3431,Buffalo Sabres,St Louis Blues,17,3,0,1,1,2
3432,Los Angeles Kings,Arizona Coyotes,26,29,6,0,1,2
3433,Montreal Canadiens,Anaheim Ducks,9,11,5,2,1,2
3434,Vancouver Canucks,Tampa Bay Lightning,0,16,2,4,1,2
3435,Boston Bruins,Toronto Maple Leafs,7,5,4,1,1,2
3436,New Jersey Devils,Pittsburgh Penguins,24,18,3,1,1,2
3437,Nashville Predators,New York Rangers,20,14,5,2,1,2
3438,Florida Panthers,Detroit Red Wings,15,27,3,2,1,2
3439,Philadelphia Flyers,Ottawa Senators,22,4,3,3,1,2
3440,Dallas Stars,Minnesota Wild,8,19,6,1,1,2
3441,Washington Capitals,Vegas Golden Knights,2,30,3,4,1,2
3442,Montreal Canadiens,Ottawa Senators,9,4,4,1,1,2
3443,Carolina Hurricanes,San Jose Sharks,10,6,1,3,1,2
3444,Toronto Maple Leafs,Anaheim Ducks,5,11,7,4,1,2
3445,Edmonton Oilers,Tampa Bay Lightning,1,16,6,2,1,2
3446,New York Islanders,Nashville Predators,23,20,4,5,1,2
3447,Dallas Stars,New York Rangers,8,14,2,1,1,2
3448,Detroit Red Wings,Boston Bruins,27,7,2,3,1,2
3449,Florida Panthers,Vancouver Canucks,15,0,3,1,1,2
3450,Columbus Blue Jackets,Washington Capitals,25,2,2,3,1,2
3451,Winnipeg Jets,Arizona Coyotes,28,29,4,3,1,2
3452,Ottawa Senators,New Jersey Devils,4,24,5,3,1,2
3453,Buffalo Sabres,Anaheim Ducks,17,11,3,4,1,2
3454,Chicago Blackhawks,Calgary Flames,21,12,2,3,1,2
3455,Carolina Hurricanes,Philadelphia Flyers,10,22,1,2,1,2
3456,Pittsburgh Penguins,Vegas Golden Knights,18,30,5,4,1,2
3457,Colorado Avalanche,San Jose Sharks,13,6,3,1,1,2
3458,St Louis Blues,Minnesota Wild,3,19,2,6,1,2
3459,New York Rangers,Boston Bruins,14,7,1,6,1,2
3460,Los Angeles Kings,Edmonton Oilers,26,1,5,2,1,2
3461,Toronto Maple Leafs,Nashville Predators,5,20,2,2,1,2
3462,St Louis Blues,Colorado Avalanche,3,13,6,1,1,2
3463,Philadelphia Flyers,Montreal Canadiens,22,9,5,3,1,2
3464,Tampa Bay Lightning,Vancouver Canucks,16,0,5,2,1,2
3465,Minnesota Wild,Arizona Coyotes,19,29,3,4,1,2
3466,New Jersey Devils,Calgary Flames,24,12,2,3,1,2
3467,San Jose Sharks,Vegas Golden Knights,6,30,3,5,1,2
3468,Buffalo Sabres,New York Islanders,17,23,4,3,1,2
3469,Ottawa Senators,Nashville Predators,4,20,4,3,1,2
3470,Chicago Blackhawks,Dallas Stars,21,8,2,4,1,2
3471,Washington Capitals,Columbus Blue Jackets,2,25,4,2,1,2
3472,Winnipeg Jets,St Louis Blues,28,3,2,5,1,2
3473,Carolina Hurricanes,Vancouver Canucks,10,0,4,1,1,2
3474,New York Rangers,Calgary Flames,14,12,4,3,1,2
3475,Florida Panthers,Los Angeles Kings,15,26,1,3,1,2
3476,Anaheim Ducks,Edmonton Oilers,11,1,3,2,1,2
3477,Dallas Stars,Pittsburgh Penguins,8,18,3,3,1,2
3478,New York Islanders,Detroit Red Wings,23,27,7,6,1,2
3479,Carolina Hurricanes,Colorado Avalanche,10,13,3,1,1,2
3480,Minnesota Wild,Chicago Blackhawks,19,21,3,0,1,2
3481,Columbus Blue Jackets,New Jersey Devils,25,24,6,1,1,2
3482,Arizona Coyotes,Philadelphia Flyers,29,22,3,3,1,2
3483,Tampa Bay Lightning,Los Angeles Kings,16,26,4,3,1,2
3484,San Jose Sharks,Edmonton Oilers,6,1,6,4,1,2
3485,Montreal Canadiens,Nashville Predators,9,20,2,2,1,2
3486,Boston Bruins,Buffalo Sabres,7,17,2,4,1,2
3487,Toronto Maple Leafs,Ottawa Senators,5,4,6,3,1,2
3488,Buffalo Sabres,Colorado Avalanche,17,13,4,5,1,2
3489,New Jersey Devils,Boston Bruins,24,7,3,5,1,2
3490,Dallas Stars,Vancouver Canucks,8,0,0,6,1,2
3491,New York Islanders,Calgary Flames,23,12,2,3,1,2
3492,Vegas Golden Knights,Philadelphia Flyers,30,22,1,4,1,2
3493,St Louis Blues,Pittsburgh Penguins,3,18,1,4,1,2
3494,Winnipeg Jets,New York Rangers,28,14,1,3,1,2
3495,Washington Capitals,Detroit Red Wings,2,27,4,5,1,2
3496,Anaheim Ducks,San Jose Sharks,11,6,2,2,1,2
3497,Arizona Coyotes,Chicago Blackhawks,29,21,6,1,1,2
3498,Toronto Maple Leafs,Tampa Bay Lightning,5,16,4,3,1,2
3499,Edmonton Oilers,Florida Panthers,1,15,5,7,1,2
3500,Vegas Golden Knights,Chicago Blackhawks,30,21,5,2,1,2
3501,New York Islanders,Columbus Blue Jackets,23,25,1,4,1,2
3502,Nashville Predators,St Louis Blues,20,3,4,3,1,2
3503,Winnipeg Jets,Washington Capitals,28,2,4,3,1,2
3504,San Jose Sharks,Arizona Coyotes,6,29,1,2,1,2
3505,Philadelphia Flyers,New Jersey Devils,22,24,4,4,1,2
3506,Detroit Red Wings,Anaheim Ducks,27,11,2,1,1,2
3507,Boston Bruins,Calgary Flames,7,12,5,2,1,2
3508,Carolina Hurricanes,Los Angeles Kings,10,26,7,3,1,2
3509,Buffalo Sabres,Tampa Bay Lightning,17,16,5,3,1,2
3510,Minnesota Wild,New York Rangers,19,14,3,2,1,2
3511,Pittsburgh Penguins,Ottawa Senators,18,4,6,3,1,2
3512,Toronto Maple Leafs,Columbus Blue Jackets,5,25,6,3,1,2
3513,Colorado Avalanche,Montreal Canadiens,13,9,2,0,1,2
3514,Vancouver Canucks,Florida Panthers,0,15,3,4,1,2
3515,Arizona Coyotes,Montreal Canadiens,29,9,5,2,1,2
3516,San Jose Sharks,Vancouver Canucks,6,0,4,1,1,2
3517,Minnesota Wild,Washington Capitals,19,2,2,5,1,2
3518,Chicago Blackhawks,Anaheim Ducks,21,11,2,3,1,2
3519,Nashville Predators,Calgary Flames,20,12,3,4,1,2
3520,New Jersey Devils,Carolina Hurricanes,24,10,5,2,1,2
3521,Pittsburgh Penguins,Los Angeles Kings,18,26,3,1,1,2
3522,Vegas Golden Knights,Edmonton Oilers,30,1,4,1,1,2
3523,New York Islanders,New York Rangers,23,14,3,0,1,2
3524,Tampa Bay Lightning,Detroit Red Wings,16,27,4,1,1,2
3525,Ottawa Senators,Buffalo Sabres,4,17,3,2,1,2
3526,Winnipeg Jets,Colorado Avalanche,28,13,6,1,1,2
3527,Dallas Stars,St Louis Blues,8,3,2,1,1,2
3528,Columbus Blue Jackets,Philadelphia Flyers,25,22,1,2,1,2
3529,Carolina Hurricanes,New York Islanders,10,23,0,3,1,2
3530,Vancouver Canucks,Boston Bruins,0,7,6,1,1,2
3531,Vegas Golden Knights,Montreal Canadiens,30,9,6,3,1,2
3532,Chicago Blackhawks,Washington Capitals,21,2,7,1,1,2
3533,Tampa Bay Lightning,New Jersey Devils,16,24,3,4,1,2
3534,Minnesota Wild,Anaheim Ducks,19,11,2,2,1,2
3535,Buffalo Sabres,Los Angeles Kings,17,26,2,4,1,2
3536,Pittsburgh Penguins,Toronto Maple Leafs,18,5,5,3,1,2
